,HG1,HG10,HG4,HG5,HG6,HG7,HG8,HG9,MG1,MG10,MG2,MG3,MG4,MG5,MG6,MG7,MG8,MG9,HR1,HR10,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,MR1,MR10,MR2,MR3,MR4,MR5,MR6,MR7,MR8,MR9
597/1708,35139.42378,36642.83889,42092.75704,18331.24772,37463.90656,72169.74893,40234.0883,30270.31115,3698.312134,3023.537933,9717.152627,5068.869983,31967.57924,6369.36784,2808.065794,2594.954923,2671.918311,20409.0951,1773.776688,32626.33132,139.4754923,21449.87691,617.7197254,65631.92599,5588.570761,255207.426,106850.879,46798.11366,70269.212,231093.2589,79003.32948,319278.9304,91907.67525,85117.6108,32097.72271,57911.67786,50257.08103,117487.1283
597.2/1872,106100.8475,102755.7452,110.0203547,68434.57968,78799.85215,110589.7543,102762.0837,67618.49817,69333.17496,25691.0048,65399.83345,36488.28266,37463.67502,46814.9083,45193.56096,38129.88825,38114.12106,13203.81494,0,69289.59412,23067.49136,436.8221058,131.5770391,211.4520082,4751.367875,54048.32597,58438.36294,3917.203507,37423.1467,23373.16693,33117.94055,24678.39619,30509.0892,17109.09135,18749.21478,31770.30572,25947.84475,32473.50742
597.4/1877,106799.2029,106526.6421,97245.31526,69659.62371,78922.90029,112331.8201,104515.9507,68153.15489,66270.15893,24509.20522,64677.6602,35753.86657,36659.96239,45912.97019,45087.99476,36736.77701,38007.33273,11883.57211,103983.6088,68370.59963,58627.42064,92488.44673,97986.0011,97883.09071,39416.46996,53370.69619,56310.9861,70359.31271,36903.46951,21693.9044,32725.67873,24673.51066,29263.86764,16475.87131,18216.11347,30798.76017,25424.35631,30985.10351
597.9/1710,9249.615217,10229.58559,95810.62593,17527.33237,9772.57968,12747.96628,11489.23739,7734.127458,1062.790848,771.863446,2464.801983,1302.657515,8168.360642,1213.97934,1320.183379,442.8804766,676.0439935,4846.088193,8274.958062,17633.27306,372772.5453,20831.73367,52700.40495,117804.7228,149293.7895,28415.94159,28079.63601,181864.9423,17564.16253,32985.60739,19431.18779,38203.74788,22530.17393,19009.68179,9547.149647,14538.68062,14210.62908,24475.07064
601.1/301,58887.2986,46356.41862,43532.32312,44264.39012,33420.77301,21653.83736,33926.36849,47037.31173,29958.11583,27877.59726,26095.51421,27788.92365,69451.34021,34711.60486,44443.94762,26650.66685,28279.74989,97767.23945,16570.40668,34724.41314,34000.76596,50593.43319,23615.86312,49869.09989,15241.9133,43308.58374,89991.00904,22646.2421,56462.38961,49665.4911,43214.29608,31381.05888,52022.51988,23907.01948,30041.43458,24442.925,31606.67162,43378.36008
605.9/345,19055.81973,29825.4712,34220.23659,35034.44352,41359.17673,46221.92618,35060.65458,29341.98436,35391.74088,21297.53261,23345.94381,23626.11434,28236.50107,16570.99077,17108.68809,20116.10093,20105.25584,17655.40066,19521.42204,10171.59115,15690.4593,8357.769342,12911.64241,8687.46028,7502.006489,2284.865763,4192.68517,4248.302676,3924.119385,10009.5522,3182.278778,6423.240229,3982.56075,4379.381955,948.3689593,15676.49144,16224.95975,3986.437683
609.1/1742,149563.1075,655692.272,55487.31411,92349.63597,145403.0648,0,378264.2116,916819.3641,1412004.365,763502.2775,1146706.743,1235216.487,1076249.938,1242594.376,837395.1717,1080844.426,1049612.897,1358085.62,5879.633937,286780.1905,0,85035.95842,24273.21067,31645.49635,51945.04659,149805.7092,121898.6043,23005.17375,403602.769,861156.4878,443684.7412,820999.0613,657655.9881,610566.1797,175808.4577,651968.9119,580518.0266,1350395.143
609.1/309,8294.398899,14004.5191,22353.45462,19457.81528,15833.94092,15424.67589,16262.1475,20974.73882,21631.83228,28607.15891,14928.40049,40353.77843,48326.41878,6847.806574,33123.61249,32156.83009,26614.18479,33447.34564,16260.3866,19078.20682,54632.57499,31565.19966,27968.43288,45970.64456,20447.06834,9809.966318,27601.75776,27543.53896,9096.857188,35977.12193,10297.85292,12582.90785,7652.296754,15623.66296,7817.365243,27074.32792,29958.01665,25155.23796
609.3/1741,7801368.337,7070982.483,7625849.974,9912796.954,8823683.328,7973279.143,7720980.007,3562828.075,1376278.487,751593.2044,1146849.738,1224490.22,4536200.327,1224830.453,833799.0859,1062891.63,1043533.066,3649049.21,877335.0621,3501996.254,7947196.755,2119577.716,3575606.055,6232248.726,4989449.098,3857440.443,3197500.576,6779846.721,661473.7792,2499437.738,583815.0882,1029186.747,658862.2487,589417.5997,173350.6528,640821.5286,567105.3055,1989036.631
610.8/584,9742.515641,235081.9573,135521.4712,122179.4535,71878.71718,29577.56905,116653.3287,37312.42206,27588.79741,18052.06819,9542.987652,11223.64277,19824.42313,19686.91429,44662.51333,32368.56478,28572.05404,12517.36317,65804.23105,28581.09388,58903.56061,66646.22624,77896.54101,85455.93328,34200.15611,17757.525,19057.09701,13607.82144,6996.773715,14774.98262,6944.245096,5922.475743,1888.910907,5481.227057,3562.499058,9900.446154,11649.74213,7102.802139
614.7/241,47577.89406,44645.40512,50312.02763,57193.15154,44131.09064,30600.6776,52320.25699,26915.44987,23262.27273,19739.548,31476.90085,32229.52185,23435.27828,25675.35183,26390.41022,17317.41568,17217.45319,11847.78582,17125.51197,35325.7023,33707.3971,14159.65547,29293.72344,42955.68992,18115.01963,3485.680702,14910.23916,11286.64548,26426.27246,8265.469404,11623.89005,10670.61953,10014.31908,6845.537337,3424.823231,11249.74802,12497.98451,7689.887499
615/295,73569.09482,966.1414915,1373.662962,3648.131711,4778.435796,4267.259149,1642.366458,40049.19639,77704.35351,65490.74198,64787.56069,56351.99548,7135.784682,75187.73361,17356.38901,26671.38649,28403.09602,11632.74275,23342.7444,1067.596559,2208.320886,589.621744,1581.279524,1458.627802,8870.453745,2428.497947,6266.448301,8332.905959,76674.582,3768.324691,47315.68622,45494.88762,62477.5673,12030.68734,7080.678234,14963.93813,9819.554415,5569.893596
616.6/240,39320.98217,38311.77381,41091.39648,47583.80558,37526.05048,27671.43332,43892.67879,25339.31056,19546.09988,16542.96352,28371.96195,31182.24626,21048.72273,23900.88334,23996.9657,14907.32966,15033.2679,11487.80794,14309.04906,31705.67911,32640.19851,13920.80976,26623.21957,37747.1712,16313.52943,3079.41021,13919.17273,10981.47631,21895.94024,8748.223876,9744.935536,10305.82952,9499.332235,7217.959089,3272.317869,10123.01211,11255.93867,7454.542945
617.6/240,18439.08003,18660.7489,21123.13071,23093.507,17870.67066,14498.11731,21892.52146,11559.88657,9838.0378,8705.969319,14867.29982,14236.68235,9126.898804,10831.20541,11961.24205,6415.921206,7318.440717,5102.012693,6489.614762,15211.7353,15253.39495,6260.482527,11734.30056,17977.59946,7083.123027,1372.142948,6869.112403,4952.010444,10852.84753,3717.299156,5265.096259,3823.944009,4142.307083,2811.57856,1637.535827,4514.799331,5232.220424,3475.546221
622.2/312,10475.29844,2626.462018,2590.788741,4578.335983,4063.979262,4664.56328,3314.1774,14989.43661,14132.88948,17986.03822,19293.51313,16525.59093,8106.617104,22832.78055,8564.948733,6216.551214,5653.248963,6209.414159,7018.86264,3488.259584,4377.643391,2362.980562,2762.880116,3112.834199,4180.5961,2982.524663,5871.259396,6010.252774,10615.95203,3915.651907,7151.621283,7321.330782,3335.394448,6752.463486,1931.899951,6787.411937,7708.997113,4568.410874
622.9/1884,19041.02755,32294.28458,83328.22637,23975.05874,15456.4056,12235.03358,23775.97982,8004.066356,858.9777325,1790.49065,2056.208968,1975.01909,3945.52679,1888.544875,580.5927179,3329.653101,2024.328858,1635.08972,6278.216506,18899.82838,241.8138238,6015.642431,15304.00802,11661.01417,14604.20462,7272.689811,8418.58482,15862.87598,1069.85285,13523.09953,439.0269369,2337.612478,772.7103401,361.8604316,521.5074977,1209.841854,1270.368413,10135.21594
628.9/1131,52932.15712,69760.11465,7391.257679,7795.829746,6368.1145,8600.638533,49917.85176,13195.17816,1849.446382,1635.33531,16302.54002,32908.01533,16988.6088,28184.9637,414.2557851,4364.148703,4477.568962,9245.370383,54264.46459,25312.81975,21539.58476,45126.54598,26724.15943,10787.06912,32807.96326,11169.97239,15941.09448,9279.180892,24612.12831,14115.86828,19629.59627,7397.982368,15774.88228,2994.909393,6401.962453,17403.49514,15932.85113,7715.58976
628.9/949,37960.8663,60538.15912,10499.02791,8174.06383,5908.056333,6815.335965,44727.41587,4650.743,176.0806113,639.4685606,3856.189434,3531.718547,16780.85259,1727.515302,856.9220201,4894.036218,4577.042438,9854.563357,8584.823715,25432.08921,20827.60635,48391.66334,27484.92254,8138.202782,28570.22226,11009.82471,17358.01075,9055.054017,11634.43153,15066.33206,11006.74543,6422.057612,17029.8764,5332.652563,7578.213071,14199.59068,16296.1019,8023.410873
630.6/241,14609.31403,16101.90429,18744.04244,16053.67971,12052.66747,15983.77616,8056.587996,9915.571898,8955.326233,5875.095922,4308.672098,4587.449202,6926.66627,2925.650253,869.4758492,5049.263608,4221.13437,4885.276679,14268.36661,9010.210786,8738.814745,16771.14127,8040.474952,15715.76047,5264.725437,4891.306349,5699.674857,12171.7438,4678.519824,4864.388446,6351.999309,3531.435141,2362.718293,3190.022944,2610.602006,3850.857033,2098.298827,5372.541669
635.1/1741,23886.77329,23737.42974,13005.97411,27404.18976,25817.66561,26955.51296,23379.52747,14179.43454,5772.967406,3812.490463,4532.3358,5458.629552,14935.10933,4977.395664,3737.036096,4740.557313,4861.811509,12143.08191,3564.879452,10962.65839,16163.27784,7481.811935,9961.744719,18636.42445,16309.83478,14757.71719,11436.68098,19771.65161,2131.463509,6532.695686,2073.956219,4394.091502,2150.130762,2537.635996,548.2221185,2460.417926,2168.161769,7440.296408
635.7/1648,1163.219895,1544.016005,17107.05408,1170.793806,1305.325078,1339.501009,972.4545293,1832.706425,519.6558357,888.7269971,1420.05869,516.9739965,855.5144344,741.3178073,291.9842414,730.2745485,572.8204048,487.6887863,15806.71602,12982.73721,6897.839368,32419.63019,44756.59676,17607.39258,19750.27517,7155.887895,13305.05913,15165.39168,4194.206426,3982.894739,4047.383724,8546.208917,4009.759333,15261.041,10681.28599,23428.82504,29659.0409,4493.512913
641.1/1659,18198.3034,10994.37081,18028.23819,17631.04798,9739.097999,15388.31569,17970.96909,8928.30276,9170.200794,5011.876822,9299.113369,4141.173638,4566.961218,4729.116138,9461.213248,6531.481681,5653.546001,1811.202946,398.1241864,12351.64084,622.9027011,15313.18688,19028.4052,15127.51201,6116.258548,9098.973422,14053.06041,10431.91795,6439.183192,1593.722641,5446.163161,3227.779705,4225.281824,1343.833593,2729.066406,3930.43235,3710.568213,4693.173217
643.1/329,39801.01893,58950.60751,51651.93808,246103.3207,211216.5817,219526.1191,69302.26588,111724.2825,52903.05682,27564.83994,13976.38205,31444.28284,82463.64579,11629.46943,82139.50293,80562.78522,80188.74803,52717.78637,17480.45068,54982.27266,52710.02126,45472.93943,79951.74714,79618.98217,45776.02269,68074.68839,48471.71816,56967.8274,11906.46403,6942.364672,14933.75133,6171.304506,11652.4018,15417.33179,7887.694269,14730.98256,15265.55524,12653.96102
649.1/313,69962.79188,3064.811125,1835.506017,1415.324816,3688.406637,6499.328091,7150.141374,53553.32296,98199.08787,66088.37041,82594.64898,59352.08904,13989.61461,109836.4223,23697.03188,39717.84492,41823.48312,16251.5036,26661.99991,3286.654544,9674.134899,826.2834681,2614.904613,1805.042734,20501.36309,1272.244649,15594.95283,18794.94855,55066.86782,9093.181063,28872.44939,35878.84114,24922.1823,26183.27539,6676.977292,23746.69777,19843.20869,13049.31342
650.9/1116,602.7241006,512.4921263,6391.439774,602.7980128,277.6377844,354.0048787,835.4392032,557.522038,270.8824095,156.3405369,629.8978168,291.9782622,344.6246814,274.9302266,116.4685985,51.33184855,0,0,51805.52204,17820.9397,52528.86571,58446.05111,23702.79142,20530.64305,28018.58305,18551.71854,2237.208855,20850.51047,54922.14168,4062.168915,20328.41141,2577.592067,1072.341143,1508.445266,275.4046709,2539.32808,2855.578562,7832.707111
653/941,207129.4108,25287.99062,5437.588276,71.0642599,8064.993288,16415.73947,49202.81907,171865.5116,30130.02332,332870.5011,151248.8335,122110.7765,64834.88894,91321.27384,83648.80708,98403.72553,100446.2527,49796.66708,143505.6984,4356.854005,35376.92187,318.0175403,4862.00848,468.2971689,165327.6139,109.3276364,55761.31624,177254.3564,204291.2064,34078.19632,275008.8202,286964.9164,201953.1221,101225.9662,110270.8225,287243.7136,196034.3121,37772.64018
653.1/940,211997.5992,24762.11174,5377.417401,71.08784346,8064.993288,16415.73947,47215.84151,440790.6382,30145.0714,343039.0528,545174.8084,122110.7765,62180.72506,91321.27384,78724.16812,95038.98435,96448.73555,46916.54005,519580.6055,4247.585804,34558.05464,318.0175403,4862.00848,402.3991731,158173.2216,109.3276364,52087.40471,167115.718,488204.8725,31465.07796,453768.3427,295612.6607,210423.8851,95920.90274,103435.3916,302836.3353,200488.9524,37879.87099
656.8/1778,4282.068584,4723.350988,13258.24989,1600.845613,2867.116106,2912.945394,3247.909441,6787.649426,1326.887755,3681.46078,8298.343186,3182.279635,1773.978637,4594.538778,649.6141397,4270.780201,3974.770452,1396.586638,9590.588726,8321.54513,2380.493649,8286.42342,5480.954805,2417.404735,9176.22746,16773.89906,13165.31409,5136.030006,70887.71688,22134.33649,83119.15374,77415.16922,69838.18811,73027.58413,28877.9943,64251.23693,56113.76112,17257.78154
660.9/940,34403.96338,3839.731195,743.4865986,0,619.0228809,2318.679833,9857.901499,97612.75706,170082.0719,87953.59613,118103.6273,144898.1028,14082.43236,165781.8468,17733.26247,21008.93741,24571.84481,11427.08934,128192.9673,546.2202382,7566.583538,55.41295664,1054.89278,495.8467573,42680.62184,58.61726454,10539.40449,42166.02507,108908.8064,9195.341659,100182.4506,68223.97272,52197.47406,25017.6622,25940.8551,79182.58328,54438.73036,9171.974041
661.9/940,10878.81875,1537.483731,440.3669503,204.4264838,597.2284928,1185.916098,2878.919329,27893.98982,34107.75445,25699.06142,33620.22974,38486.61694,4804.2901,37530.54774,4849.355841,6465.614295,7200.730748,4283.074222,34322.04338,469.6553845,2750.431267,392.8378336,474.5064513,232.1457166,12201.60215,113.6093812,2842.317796,11919.47454,28931.10529,2068.022459,26803.74672,19889.79599,14667.24471,7113.256268,7889.617642,22184.98538,14842.42242,2225.655435
662/1545,138.1365688,2305.240192,6709.108422,130.5827488,508.0391973,453.0206422,1203.66587,305.1878843,127.1037054,179.9488036,401.513573,52.26116342,255.6146172,222.0917094,78.06258234,68.31780276,59.25666463,75.54105919,33799.33788,12217.12125,110758.4145,37763.6272,38493.57821,22480.26147,23859.44738,30049.20782,5094.113979,10002.51487,340.180755,16409.59073,358.9806637,3419.749483,2520.65699,4086.140263,401.371758,9203.677377,8703.133683,3836.659186
663/329,23685.0389,30794.9383,32486.59249,16266.18063,21761.64264,16136.7285,48546.28079,54899.57457,43173.99719,42109.00725,136338.8464,77284.69684,37306.92566,33842.98347,19651.20495,32262.7057,31798.92988,17412.35902,44288.32443,46478.75,15555.12085,10955.37098,35988.74422,21693.21608,30901.67381,25054.57792,19473.63177,34936.9122,9974.647436,3428.600889,8554.923588,5457.280716,4280.592437,25149.00772,12643.6511,6349.068984,6918.025404,13301.56562
663.2/329,22504.99711,47647.42754,63014.72281,15700.28181,13313.90187,13737.53668,55765.76665,51509.81334,39343.14344,39865.46857,138324.5717,70796.44077,34896.96462,34662.69727,19648.69708,31314.47716,30319.42883,16248.84334,60735.7657,65079.30829,29832.58843,22472.1858,63358.83762,36620.13293,28711.26895,22561.87218,18815.97057,32333.34013,9410.891403,6101.185113,8554.923588,15296.79533,4197.709144,23854.12253,11121.74134,20015.8939,16130.70269,17525.08164
664.9/326,5552.275408,39104.79261,11485.96769,4046.716652,2993.575997,3135.715243,19566.71369,12872.41395,11333.10195,7355.42709,15367.55414,14863.5877,12784.32401,8470.528685,5254.548057,12745.18177,12413.37558,5138.533524,28297.7125,22345.95323,20467.21533,11318.90279,26728.54298,23392.15108,14473.64905,17406.27729,16822.46386,22485.80666,7480.097736,6934.137039,6552.878852,27910.06678,5554.077359,15874.75578,1716.017522,24746.5727,14635.75324,33368.63484
665.1/325,5421.837247,49551.33365,26709.19176,4092.641019,3059.518294,3672.603897,18959.06911,11869.94489,10888.11961,7397.778733,14468.67812,12837.98434,11893.64805,8300.22857,5342.228362,12564.45712,11814.91852,5029.542555,34960.76519,21495.0017,39084.75089,31832.72032,30351.78267,37968.8896,14101.35519,16192.11537,16803.47961,21313.94389,7425.325089,12417.59127,6225.202085,28823.09247,5451.675287,15393.0946,1750.059353,41038.97923,47477.12856,43589.61511
667.9/1186,4639.693738,26308.48628,27093.78207,24486.57593,34278.46842,22169.53162,18131.43277,14912.84927,1773.711581,2060.600364,2342.280349,5140.540472,1890.524042,4519.592273,5726.337923,4612.36934,4747.244615,1118.18548,7475.084913,1414.05594,2051.888595,5822.160372,11493.63428,2672.539191,2534.162777,593.4297468,823.7478109,1598.781265,357.3563196,129.1926658,327.0914398,176.7120155,127.9577423,308.1708992,126.5420011,1122.186883,503.069349,322.0787555
672.9/1321,11499.78934,13533.88394,38460.753,73856.26175,57783.53509,48300.87944,16148.76195,6945.934188,6458.589691,55.10721636,5114.136248,1813.305073,30464.16148,5885.356786,0,250.3876678,0,23070.96129,636.455069,7809.408226,14364.32013,2291.671626,13702.06878,22944.45974,8059.929882,14521.41584,5858.192086,31464.02476,1315.193098,7988.453933,842.380837,3845.491722,587.2525429,8395.104398,82.69496839,404.3973006,293.1662841,10594.01204
673.9/1187,175130.7525,160061.9302,54849.58842,18601.04663,335676.4326,340527.6704,150745.9239,293095.4017,381295.2951,401963.1846,365482.1154,220631.931,138331.3408,479371.4562,381217.539,464828.2788,463309.8514,89385.19524,535697.9598,17595.75585,264551.0379,14811.5125,35584.28468,19652.6093,83199.42611,13391.63874,30408.97921,69272.88677,48132.85731,22187.82726,47327.79742,47733.9378,14224.00854,62892.51987,59062.78523,161830.0869,92601.42508,41438.05924
675.1/1987,12769.71089,10133.12684,78973.87699,55262.94662,35384.59374,32961.03943,7119.468782,15074.72722,1423.761914,12185.07659,22671.98342,10606.16666,11520.04395,2404.477261,829.333024,3887.057874,3304.858806,6196.144879,34862.39344,138928.8992,225.2685219,96487.2983,80972.77762,104473.0233,66710.17349,119830.6676,86479.07844,109443.6855,13546.99415,7378.80527,6080.636712,3102.625241,4875.250156,2116.6233,3403.171825,2864.709032,2064.62484,3556.808184
675.7/1188,8265.753571,14380.91085,4698.866062,1690.621834,25427.92897,27251.63217,13499.45675,26143.95462,26856.86205,27506.76319,25990.66297,18604.2735,13722.19323,35027.30192,26524.27526,28220.41046,30024.55061,6970.533305,29479.42974,2018.304103,23017.5762,1425.348164,3252.63541,1800.907513,7682.466987,937.3575108,3111.725913,6432.071153,4547.734548,2303.771143,3836.899434,5200.992907,1248.76871,6680.755346,6332.063523,15034.80267,8423.660014,4546.632225
677.1/1931,5920.523165,6870.943183,120538.0534,24378.2544,34280.64583,27880.83722,2848.874135,3366.644523,2228.133169,23665.5658,58767.43766,13645.15311,44839.35223,3876.454063,947.6833079,4515.973988,2596.840616,20477.5953,77313.96012,181892.6982,1678.057788,146319.0766,22864.02204,24991.26206,131207.0165,193706.4295,179061.3679,78983.30974,123206.4012,138660.9549,104302.3093,52772.55967,84512.50899,40459.56408,42390.87974,39376.59812,37983.03753,71099.86277
677.4/1934,6172.955421,7236.591464,119396.0108,24432.39082,35146.0542,28435.57715,2996.068506,3284.705988,2466.397126,24333.6681,59588.0462,13893.36888,45845.24225,4104.214517,1464.784638,4632.71911,2866.224687,20761.92509,655505.0243,1286547.093,341634.4705,1180110.848,1300505.037,2582032.722,772427.4512,1234534.611,1211545.75,1731334.406,123073.7108,142277.9282,105447.6958,53674.42438,84549.51752,41559.41174,42996.02742,40507.04184,38615.60351,71918.5602
678/1931,1849.338194,2072.492209,37540.02679,9515.432197,12330.34094,9612.514445,1113.301799,1610.867603,579.5227941,7723.237876,20437.03893,4653.073628,17598.18339,1347.839604,309.360157,1089.443593,868.9235175,7186.830908,22516.86299,31469.2006,2219533.26,22741.4828,35308.31243,11196.4462,31028.42873,39365.87969,25717.10579,38988.34806,34378.80261,34759.10511,29697.70527,18045.04077,27232.60874,14847.59933,16230.19358,15134.13774,13874.98501,22328.01755
681.8/1188,1481.658957,3831.440775,1518.24999,484.948931,6337.588068,5365.213277,3449.701101,7224.928971,8988.635717,8745.434515,9195.161167,5011.830182,2613.295616,12107.21302,9153.91463,8721.082074,10999.24189,1225.744299,11570.78684,745.5038749,5978.820927,475.3033867,1545.852195,650.881587,1727.309018,404.1973041,444.5712523,1294.12751,981.3960613,525.9587181,536.3605974,995.8907937,453.8041835,1008.609679,1172.868169,3028.178463,1981.406475,641.6770392
683/313,32760.89631,115059.0457,509519.0248,19414.46539,27604.09124,19239.77472,127592.2668,31007.28012,30073.50161,32345.44683,154585.2245,97443.5036,60739.00545,22448.28995,23804.39815,53888.70372,51731.97754,44439.09477,44467.51866,93795.60508,43850.91151,78246.96495,140435.2812,78335.96457,59085.17244,54748.95226,25308.61515,95872.67264,8735.233729,51199.75051,6183.551237,23867.46096,2401.239727,48940.35473,5129.571874,33330.32825,31453.76848,37084.3892
684.9/585,13887.65659,7530.366386,6632.60303,7840.654457,13160.94204,9164.191067,9788.550967,21199.49934,82567.70042,123293.508,77008.46965,183123.5564,9550.057253,53673.39357,20220.51815,20180.8801,21632.69024,8393.121059,51436.75192,1511.648543,6002.966224,3399.507056,2992.629981,4475.802742,4120.048428,1530.599342,1912.688774,1682.817318,46559.00793,280.3153358,46818.67813,3169.495031,8982.532208,1288.153162,5566.11514,6949.740825,3648.079062,571.9174731
688/325,2368.750381,26535.65134,52294.6441,2229.148566,1259.607221,2028.758556,19512.04909,7396.91099,1860.993898,2564.338659,15526.21326,6304.837501,9064.381262,3510.616443,1673.093025,6733.098215,7390.307431,6390.631815,72564.92906,80524.87275,96507.86859,131549.3084,116583.1278,75588.59187,72344.60993,82885.60126,57334.63365,70289.39599,13917.40841,148932.6281,16532.42408,48242.14235,13682.75662,48580.80716,9510.014261,74180.6587,95811.41075,83787.0786
692.8/326,735.7548921,1653.976441,2576.539894,717.2723258,450.4804279,473.8724865,1062.661403,2189.944816,1064.073343,486.1591341,1760.702494,588.5995626,660.3473401,620.0312914,455.7492008,1022.931253,547.3038175,162.6533283,22289.96498,15836.60881,23354.4698,57656.96312,16649.04858,11676.35919,30633.03539,10325.62819,19041.29813,5406.230787,4964.680222,85871.85992,11470.3097,32895.08224,24113.4672,9082.551556,10825.44068,33656.42702,45584.26522,24286.33372
693.1/1497,25363.83669,48806.92666,25619.79396,63826.54663,15350.92705,14802.61504,39834.77747,24875.42311,22250.9181,7919.273867,35274.91456,40817.39141,11145.76132,14149.50471,16161.86842,7931.706087,6554.002879,5370.882426,27557.33089,47770.68489,90441.89842,6661.783558,18009.59669,32818.04162,37590.27865,4083.360018,29088.76716,6615.263222,65481.57257,6864.487183,6783.698149,86048.47376,3407.508487,2520.789628,2137.751757,6543.366714,4047.991726,50102.10428
693.1/1776,3653.455803,3436.478437,15366.74417,8422.918768,9685.499874,6841.405086,2028.263931,1001.599399,1846.942124,5091.494804,5765.731319,2663.971763,3147.207829,1968.761088,676.2548462,1199.611895,1211.936828,1560.172096,17540.02524,70846.24767,41717.65838,69486.33639,100804.7908,229582.5393,66965.29669,60606.885,52727.90366,94243.58527,9193.987159,8924.704538,7614.184694,9981.122756,7105.19932,6015.122737,5430.852892,10480.95472,9049.350538,5894.687355
699.1/1934,596.7380516,284.4673405,3781.679406,641.2906637,1212.066581,852.4743658,499.5822493,1092.30948,144.259485,716.3645806,1247.89363,452.0013637,1061.628491,151.7556011,63.82708989,160.4036516,57.70129331,584.1323376,13115.27846,16230.55174,762.1236999,18976.17417,18642.83234,21503.32384,14171.75005,20210.59823,18742.22016,20237.47366,2316.300979,2329.463064,2430.035503,1263.197691,2431.246865,669.8915001,1195.210149,1139.833046,1259.72162,1236.214761
706.9/1301,1656.869994,6158.313079,18344.96854,141590.116,30313.27192,20873.19804,3491.764728,673.7473385,243.4588529,278.0712031,334.5217362,343.8980653,6990.920702,364.7322006,185.408817,361.3036983,59.96775901,2268.306133,18829.12065,28668.14794,37262.14056,53782.74573,31551.6805,148068.0404,26571.44945,71294.60124,8413.486594,70440.18138,2467.662574,38683.91874,712.3051002,7949.520893,3376.387427,5702.674785,448.854649,5636.444496,4707.864394,22819.21838
707.2/1256,596758.1212,2281837.223,1277912.429,3640171.116,2188367.536,1892964.555,1874788.702,73360.27669,126523.3502,331728.6466,327303.7655,266063.2955,1959971.805,911392.5493,110453.8605,161605.7942,181593.8759,1409829.981,4020.201885,276118.2272,2542882.745,83566.55359,14320.51347,650180.5168,32351.35393,858749.9033,32355.9657,212506.7321,192298.1163,424891.4747,13953.41424,71362.72288,7335.361447,36941.7374,79.22676001,2332.392249,1583.879155,128898.5878
707.5/1255,578841.8498,2225286.386,1277078.696,3610723.627,2170422.802,1899350.477,1847566.718,73302.97452,126627.8274,327649.5627,325385.4509,257382.1397,1935470.088,995472.3301,110351.9374,160268.4397,178473.8857,1380216.619,4099.923834,280993.9331,2546786.097,83249.72303,14265.79818,616657.8156,33563.12996,769650.0348,32364.37866,225102.8283,183706.8162,388156.0519,13925.35837,71343.87035,7311.496433,37140.37529,79.26509133,2329.72029,1582.921568,135403.3488
713.4/1970,31565.66838,38023.5496,31368.87854,42098.29708,30636.2872,27948.3443,36364.20542,30517.80546,55293.0079,39660.51441,36575.92937,39461.3713,53052.55113,34126.10744,41044.02583,28463.72769,33651.70112,65274.92724,41562.19068,25913.5472,38886.36004,36005.71213,27133.37153,40790.63409,33907.57267,36750.15572,30283.23675,43047.71915,52907.60781,42099.93514,48468.02639,37869.86392,35060.37749,44960.25127,44767.47827,31041.48137,41776.09642,42323.83133
713.7/1966,42837.91015,66801.35236,37558.18633,47427.54386,38805.69166,61341.14899,48896.66964,52936.04042,44064.878,70239.52816,64595.20823,88848.81024,61646.99441,72977.53371,53425.96156,67180.01082,62709.55958,107141.6558,39768.21789,45993.78642,18647.35855,60813.81253,40881.8951,43585.01967,58941.41427,47952.37056,50096.09327,36173.70486,65915.25503,57479.31352,58914.05842,64602.42669,80146.77416,71682.36131,62246.74835,61338.14277,78412.82646,94279.58204
714.9/1255,142955.4751,227976.7476,211980.3124,267511.9524,208963.305,196796.8268,193390.6284,21097.13938,27088.41197,75947.21336,76144.15539,57313.22105,198146.7686,157630.7791,26671.78777,37743.21596,43497.07049,177005.4006,1565.774163,68566.47273,259759.6448,28465.06727,5584.220863,141229.4196,10036.94199,148230.9772,8625.265297,50639.09151,47916.99042,93509.28741,2674.17773,21024.20557,1615.802308,9333.019038,0,342.9782078,394.1177404,43034.63532
715.7/1955,96509.56197,96711.53224,35770.41251,97229.67573,85018.99363,65834.37475,77399.54283,82542.00788,238142.2991,133302.2973,72962.39795,147580.1054,209813.286,119838.7673,84770.52509,89902.30428,90824.14398,112892.6717,76295.79965,61739.46554,46774.59884,45655.5069,47580.15808,92834.44804,78193.05668,75301.10074,75518.99318,78526.56964,108068.0982,174256.3457,98780.17524,112597.4541,199009.9659,149884.796,133645.7407,117737.7754,138229.6421,104398.7815
716.7/1955,117976.4157,94979.05775,34373.92929,108264.666,62825.61841,62709.69967,89235.55829,88878.58711,310826.4833,61459.2776,74811.59736,161560.065,146954.7622,105073.8242,81878.71461,81337.26315,93651.91249,43974.35352,67676.78742,52386.82295,36795.36189,97113.66231,50590.78309,44521.20778,53361.02408,65117.09639,74720.5195,45738.78731,98354.08075,101787.1686,99051.78972,66364.19936,102502.3799,88656.16645,81501.93821,94710.43776,74173.99215,92983.33622
